month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment,year,day,quarters,Time Period,Fare Evasion
06,Brooklyn,1,Local,B54,Off-Peak,"6,923","8,723",79.364896%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B54,Peak,"2,812","4,175",67.353296%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B54,Off-Peak,"2,114","3,144",67.239183%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B54,Peak,704,"1,071",65.73296%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B57,Off-Peak,"8,314","11,720",70.93857%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B57,Peak,"3,314","5,235",63.30468%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B57,Off-Peak,"3,893","5,495",70.846224%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B57,Peak,"1,459","2,103",69.37708%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B6,Off-Peak,"30,440","40,812",74.58591%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B6,Peak,"10,856","16,696",65.02156%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B6,Off-Peak,"11,228","15,806",71.036315%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B6,Peak,"4,110","5,857",70.17244%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B60,Off-Peak,"11,259","16,015",70.302844%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B60,Peak,"4,743","7,822",60.636663%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B60,Off-Peak,"4,336","6,410",67.644304%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B60,Peak,"1,396","2,092",66.730404%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B61,Off-Peak,"7,776","11,975",64.93528%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B61,Peak,"3,480","5,660",61.4841%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B61,Off-Peak,"3,969","5,626",70.547456%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B61,Peak,"1,445","1,985",72.79597%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B62,Off-Peak,"8,116","11,255",72.110176%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B62,Peak,"2,954","4,961",59.544444%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B62,Off-Peak,"3,644","5,160",70.620155%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B62,Peak,"1,283","1,743",73.60872%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B63,Off-Peak,"10,093","13,644",73.973906%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B63,Peak,"4,041","6,108",66.159135%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B63,Off-Peak,"5,306","7,254",73.14585%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B63,Peak,"1,840","2,506",73.423785%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B64,Off-Peak,"6,133","7,855",78.077656%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B64,Peak,"2,577","3,755",68.628496%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B64,Off-Peak,"3,076","4,578",67.190915%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B64,Peak,"1,225","1,744",70.240825%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B65,Off-Peak,"6,947","9,606",72.31938%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B65,Peak,"2,441","4,075",59.90184%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B65,Off-Peak,"4,200","5,884",71.380013%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B65,Peak,"1,658","2,298",72.149694%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B67,Off-Peak,"7,898","10,870",72.658694%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B67,Peak,"3,795","6,178",61.427647%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B67,Off-Peak,"2,397","3,462",69.237435%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B67,Peak,736,"1,081",68.085104%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B68,Off-Peak,"10,972","15,464",70.95189%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B68,Peak,"4,050","6,977",58.04787%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B68,Off-Peak,"5,393","7,482",72.07966%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B68,Peak,"2,019","2,708",74.55687%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B69,Off-Peak,"5,173","6,987",74.0375%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B69,Peak,"2,930","4,738",61.84044%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B69,Off-Peak,"1,556","2,301",67.622775%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B69,Peak,804,"1,132",71.024734%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B7,Off-Peak,"7,007","9,392",74.60605%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B7,Peak,"3,288","5,256",62.55708%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B7,Off-Peak,"2,440","3,482",70.07467%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B7,Peak,"1,106","1,540",71.81818%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B70,Off-Peak,"7,016","9,335",75.158006%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B70,Peak,"3,327","5,026",66.19578%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B70,Off-Peak,"2,721","4,057",67.06926%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B70,Peak,951,"1,339",71.023154%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B74,Off-Peak,"1,081","2,249",48.065808%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B74,Peak,691,"1,212",57.0132%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B74,Off-Peak,464,790,58.73418%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B74,Peak,212,384,55.20833%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B8,Off-Peak,"14,832","19,826",74.810857%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B8,Peak,"5,577","8,750",63.73714%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B8,Off-Peak,"5,663","8,587",65.94853%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B8,Peak,"2,129","3,256",65.38698%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B82,Off-Peak,"14,850","20,775",71.480143%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B82,Peak,"5,008","7,969",62.84352%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B82,Off-Peak,"7,311","9,960",73.403615%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B82,Peak,"2,935","3,955",74.20986%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B83,Off-Peak,"10,215","13,581",75.215375%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B83,Peak,"3,970","5,926",66.992915%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B83,Off-Peak,"3,514","5,238",67.08667%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B83,Peak,"1,423","2,091",68.05356%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B84,Off-Peak,630,801,78.651685%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B84,Peak,272,379,71.76781%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B84,Off-Peak,195,220,88.63636%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B84,Peak,59,72,81.94444%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B9,Off-Peak,"12,460","17,638",70.64293%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,B9,Peak,"5,531","8,611",64.231795%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B9,Off-Peak,"6,245","8,178",76.363415%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,B9,Peak,"2,098","2,868",73.152024%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,X27,Off-Peak,"1,998","2,628",76.0274%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,X27,Peak,608,873,69.644904%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,X27,Off-Peak,682,944,72.245765%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,X27,Peak,299,403,74.19355%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,X28,Off-Peak,"1,236","1,625",76.06154%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,1,Local,X28,Peak,402,668,60.17964%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,X28,Off-Peak,438,609,71.92118%,2019,01,Q2,2019-Q2,27.9%
06,Brooklyn,2,Local,X28,Peak,174,306,56.86275%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M1,Off-Peak,"7,854","11,822",66.43546%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M1,Peak,"4,004","6,695",59.80582%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M1,Off-Peak,"3,027","5,227",57.91085%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M1,Peak,"1,211","2,131",56.82778%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M10,Off-Peak,"6,474","7,906",81.887174%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M10,Peak,"2,723","4,004",68.00699%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M10,Off-Peak,"2,780","3,900",71.282053%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M10,Peak,"1,011","1,465",69.01024%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M100,Off-Peak,"10,577","14,304",73.944354%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M100,Peak,"3,872","6,272",61.734694%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M100,Off-Peak,"3,572","5,254",67.9863%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M100,Peak,"1,469","2,022",72.65084%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M101,Off-Peak,"23,871","34,964",68.27308%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M101,Peak,"7,884","13,410",58.79195%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M101,Off-Peak,"7,712","12,819",60.160697%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M101,Peak,"2,390","4,233",56.46114%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M102,Off-Peak,"11,204","17,006",65.88263%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M102,Peak,"3,758","6,652",56.49429%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M102,Off-Peak,"4,132","7,100",58.19718%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M102,Peak,"1,499","2,601",57.63168%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M103,Off-Peak,"11,470","17,389",65.96124%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M103,Peak,"3,559","6,402",55.592%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M103,Off-Peak,"4,467","7,472",59.78319%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M103,Peak,"1,711","2,829",60.48074%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M104,Off-Peak,"9,861","13,325",74.00375%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M104,Peak,"3,388","5,019",67.50349%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M104,Off-Peak,"8,064","10,753",74.993026%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M104,Peak,"2,699","3,702",72.906536%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M106,Off-Peak,"2,957","3,538",83.578295%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M106,Peak,"2,181","2,868",76.046026%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M106,Off-Peak,787,"1,091",72.13566%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M106,Peak,312,436,71.55963%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M11,Off-Peak,"19,458","27,612",70.46936%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M11,Peak,"7,998","12,153",65.81091%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M11,Off-Peak,"6,893","10,854",63.506544%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M11,Peak,"2,892","4,566",63.337713%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M116,Off-Peak,"11,827","14,360",82.360727%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M116,Peak,"5,275","7,416",71.12999%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M116,Off-Peak,"4,263","5,596",76.179415%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M116,Peak,"1,688","2,223",75.93342%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M12,Off-Peak,"1,819","2,242",81.13292%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M12,Peak,746,"1,078",69.202226%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M12,Off-Peak,950,"1,143",83.11461%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M12,Peak,431,549,78.506374%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M14D,Off-Peak,"5,711","9,759",58.52034%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M14D,Peak,"2,586","4,558",56.73541%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M14D,Off-Peak,"1,968","3,558",55.31197%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M14D,Peak,682,"1,216",56.085527%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M15,Off-Peak,"24,468","33,236",73.618966%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M15,Peak,"6,853","10,966",62.493163%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M15,Off-Peak,"10,160","14,205",71.524113%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M15,Peak,"3,268","4,371",74.7655%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M2,Off-Peak,"7,390","10,631",69.513685%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M2,Peak,"2,921","4,838",60.37619%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M2,Off-Peak,"2,717","4,487",60.55271%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M2,Peak,993,"1,657",59.92758%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M20,Off-Peak,"5,737","8,241",69.61534%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M20,Peak,"1,952","3,285",59.42161%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M20,Off-Peak,"2,844","4,075",69.79141%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M20,Peak,909,"1,330",68.34586%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M21,Off-Peak,"3,362","4,133",81.34527%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M21,Peak,"1,857","2,637",70.42093%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M21,Off-Peak,"1,459","1,716",85.02331%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M21,Peak,637,760,83.81579%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M22,Off-Peak,"3,287","4,161",78.995436%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M22,Peak,"1,535","2,299",66.76816%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M22,Off-Peak,"1,146","1,537",74.56083%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M22,Peak,585,702,83.33333%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M3,Off-Peak,"9,591","13,506",71.012884%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M3,Peak,"3,620","5,587",64.79327%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M3,Off-Peak,"3,714","5,944",62.483174%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M3,Peak,"1,673","2,602",64.29669%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M31,Off-Peak,"8,786","11,505",76.366794%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M31,Peak,"3,717","5,733",64.835167%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M31,Off-Peak,"3,151","4,002",78.73563%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M31,Peak,"1,268","1,528",82.98429%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M35,Off-Peak,"1,474","2,316",63.64421%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M35,Peak,317,953,33.26338%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M35,Off-Peak,546,873,62.54296%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M35,Peak,220,363,60.60606%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M4,Off-Peak,"13,680","22,314",61.306804%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M4,Peak,"6,445","11,379",56.63942%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M4,Off-Peak,"4,232","8,029",52.70893%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M4,Peak,"1,939","3,640",53.26923%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M42,Off-Peak,"8,143","10,416",78.177804%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M42,Peak,"4,012","5,772",69.50797%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M42,Off-Peak,"2,495","3,594",69.421256%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M42,Peak,937,"1,275",73.490196%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M5,Off-Peak,"10,758","16,102",66.811574%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M5,Peak,"3,770","6,417",58.750194%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M5,Off-Peak,"3,914","6,313",61.999047%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M5,Peak,"1,586","2,434",65.16023%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M50,Off-Peak,"4,403","5,374",81.93152%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M50,Peak,"1,778","2,701",65.82747%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M50,Off-Peak,"1,304","1,708",76.346606%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M50,Peak,490,686,71.428573%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M55,Off-Peak,"5,830","8,193",71.15831%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M55,Peak,"1,828","2,918",62.64565%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M55,Off-Peak,"2,238","3,279",68.252516%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M55,Peak,933,"1,300",71.76923%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M57,Off-Peak,"6,144","7,889",77.88059%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M57,Peak,"3,025","4,340",69.70046%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M57,Off-Peak,"2,440","3,275",74.503815%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M57,Peak,"1,100","1,387",79.30786%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M66,Off-Peak,"6,421","7,852",81.775343%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M66,Peak,"3,572","5,090",70.176816%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M66,Off-Peak,"2,348","2,839",82.705176%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M66,Peak,886,"1,049",84.46139%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M7,Off-Peak,"16,512","23,833",69.28209%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M7,Peak,"5,947","9,662",61.5504%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M7,Off-Peak,"6,512","10,214",63.75563%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M7,Peak,"2,473","4,010",61.67082%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M72,Off-Peak,"6,575","7,466",88.0659%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M72,Peak,"2,665","3,444",77.380955%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M72,Off-Peak,"2,307","2,798",82.45175%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M72,Peak,918,"1,104",83.152175%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M8,Off-Peak,"4,281","5,313",80.575943%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M8,Peak,"2,460","3,262",75.41386%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M8,Off-Peak,"1,136","1,824",62.2807%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M8,Peak,403,676,59.615386%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M9,Off-Peak,"7,379","10,202",72.328955%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M9,Peak,"3,949","5,730",68.91798%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M9,Off-Peak,"2,583","3,815",67.706424%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M9,Peak,965,"1,400",68.92857%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M96,Off-Peak,"14,954","17,730",84.34292%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M96,Peak,"7,062","9,299",75.94365%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M96,Off-Peak,"4,704","5,639",83.41905%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,2,Local,M96,Peak,"1,652","2,040",80.98039%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M98,Off-Peak,239,283,84.452295%,2019,01,Q2,2019-Q2,27.9%
06,Manhattan,1,Local,M98,Peak,378,594,63.63636%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q1,Off-Peak,"9,266","10,994",84.28234%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q1,Peak,"3,540","4,993",70.89926%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q1,Off-Peak,"3,915","4,737",82.647246%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q1,Peak,"1,402","1,718",81.60652%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q10,Off-Peak,"14,266","18,951",75.27835%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q10,Peak,"5,397","8,605",62.71935%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q10,Off-Peak,"6,519","8,211",79.393494%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q10,Peak,"2,492","3,037",82.054657%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q100,Off-Peak,"3,384","4,241",79.7925%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q100,Peak,"1,284","1,832",70.08734%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q100,Off-Peak,"1,632","2,270",71.89427%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q100,Peak,605,798,75.81454%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q101,Off-Peak,"2,993","3,948",75.81054%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q101,Peak,"1,085","1,941",55.899024%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q101,Off-Peak,"1,225","1,537",79.700714%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q101,Peak,453,551,82.21416%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q102,Off-Peak,"2,268","2,982",76.05634%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q102,Peak,942,"1,418",66.431594%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q102,Off-Peak,"1,035","1,342",77.123696%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q102,Peak,367,450,81.55556%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q103,Off-Peak,677,819,82.661784%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q103,Peak,458,609,75.205255%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q103,Off-Peak,269,308,87.33766%,2019,01,Q2,2019-Q2,27.9%
06,Queens,2,Local,Q103,Peak,161,170,94.70588%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q104,Off-Peak,794,956,83.054394%,2019,01,Q2,2019-Q2,27.9%
06,Queens,1,Local,Q104,Peak,426,556,76.61871%,2019,01,Q2,2019-Q2,27.9%
